line,time,P_line,Q_line,I_re,I_im,phi,chi
sourcebus_loadbus,0,36.89999999999999,19.372884193514103,0.036899999999999995,-0.019372884193514104,15.934867429633673,0.019372884193514104
sourcebus_loadbus,1,35.0,16.951273669324838,0.035,-0.016951273669324838,15.934867429633673,15.934867429633673
sourcebus_loadbus,2,35.0,16.951273669324838,0.035,-0.016951273669324838,15.934867429633673,15.934867429633673
sourcebus_loadbus,3,40.0,19.372884193514103,0.04,-0.019372884193514104,15.934867429633673,0.019372884193514104
sourcebus_loadbus,4,50.0,24.216105241892627,0.05,-0.02421610524189263,15.934867429633673,15.934867429633673
sourcebus_loadbus,5,90.0,33.902547338649676,0.09,-0.033902547338649676,15.934867429633673,0.033902547338649676
sourcebus_loadbus,6,75.0,41.16737891121747,0.075,-0.04116737891121747,15.934867429633673,0.04116737891121747
sourcebus_loadbus,7,0.0,43.58898943540673,0.0,-0.04358898943540673,0.0,15.934867429633673
sourcebus_loadbus,8,0.0,43.58898943540673,0.0,-0.04358898943540673,15.934867429633673,15.934867429633673
sourcebus_loadbus,9,-35.0,41.16737891121747,-0.035,-0.04116737891121747,15.934867429633673,0.04116737891121747
sourcebus_loadbus,10,-43.52368421052631,38.74576838702821,-0.04352368421052631,-0.03874576838702821,0.04352368421052631,15.934867429633673
sourcebus_loadbus,11,-39.04999999999999,36.32415786283894,-0.03904999999999999,-0.036324157862838935,15.934867429633673,0.036324157862838935
sourcebus_loadbus,12,-49.05000000000003,36.32415786283894,-0.04905000000000003,-0.036324157862838935,0.04905000000000003,15.934867429633673
sourcebus_loadbus,13,-34.05000000000007,38.74576838702821,-0.034050000000000066,-0.03874576838702821,15.934867429633673,0.03874576838702821
sourcebus_loadbus,14,-24.9999999999999,41.16737891121747,-0.0249999999999999,-0.04116737891121747,0.0249999999999999,15.934867429633673
sourcebus_loadbus,15,0.9500000000000001,46.01059995959599,0.0009500000000000001,-0.04601059995959599,0.0009500000000000001,0.04601059995959599
sourcebus_loadbus,16,0.0,48.432210483785255,0.0,-0.04843221048378526,0.0,15.934867429633673
sourcebus_loadbus,17,5.000000000000049,46.01059995959599,0.005000000000000049,-0.04601059995959599,0.005000000000000039,0.04601059995959599
sourcebus_loadbus,18,30.0,43.58898943540673,0.03,-0.04358898943540673,15.934867429633673,15.934867429633673
sourcebus_loadbus,19,76.194875,41.16737891121747,0.076194875,-0.04116737891121747,15.934867429633673,15.934867429633673
sourcebus_loadbus,20,80.0,38.74576838702821,0.08,-0.03874576838702821,15.934867429633673,15.934867429633673
sourcebus_loadbus,21,90.0,33.902547338649676,0.09,-0.033902547338649676,15.934867429633673,15.934867429633673
sourcebus_loadbus,22,90.0,29.05932629027115,0.09,-0.02905932629027115,15.934867429633673,0.02905932629027115
sourcebus_loadbus,23,90.0,24.216105241892627,0.09,-0.02421610524189263,15.934867429633673,0.02421610524189263
